Genes,M_Log2FC,S_Log2FC,GB_log2FC,H-GBM_log2FC,H1,H2,H3,H4,M1,M2,M3,M4,M_AdjP,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,S_AdjP,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,GB_AdjP,Mus_GeneID,H-GB-Control-1,H-GB-Control-2,H-GB-Control-3,H-GBM-1,H-GBM-2,H-GBM-3,H-GBM-4,H-GBM-5,H-GBM-6,H-GBM_Padj_Value,MSG_Genes,M_Control_Exp,Meningitis_Exp,M_UP,M_DOWN,S_Control_Exp,Stroke_Exp,S_UP,S_DOWN,GB_Control_Exp,Glioblastoma_Exp,GB_UP,GB_DOWN,H-Control-GBM,H-GBM,H-GBM-Regulated,HBM-UP,HBM-DOWN
Fcf1,0.660388945,0.491506835,0.723319648,#N/A,336.2491398,376.1170604,310.5339924,372.2108921,548.1449148,495.5034982,577.2440474,583.0997123,2.01E-06,264.6969075,294.4480261,298.5298839,390.1383293,468.5442943,347.1423482,0.029465868,151.8993141,147.7019219,156.4659597,247.7674366,282.1691691,222.1287557,0.012034035,ENSMUSG00000021243,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Degs2,-3.289923067,-0.50010504,-0.88164094,#N/A,4226.690337,5423.590558,4586.180762,4473.828958,474.0394864,820.4415221,297.3681456,319.2245665,6.79E-33,3248.827442,2548.650429,3010.438197,2022.896352,1734.570102,2469.084852,0.02536618,273.9307855,355.7551668,221.169928,110.1188607,219.6633405,130.7217898,0.017673532,ENSMUSG00000021263,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Tnfaip2,3.301060573,1.105176557,1.51096172,4.723248475,166.9650901,201.5847818,191.5443318,168.7720957,1292.728029,1586.906628,1974.124664,2332.398849,6.10E-66,191.2259027,168.381955,274.4379985,534.5477407,351.8863272,476.5063869,8.23E-05,104.1107658,118.3203568,65.88040409,216.304905,272.3468246,337.1246159,1.57E-06,ENSMUSG00000021281,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.030887007,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0
Kif26a,-3.162908715,-0.434865911,-0.833492739,#N/A,3594.387357,3814.402949,3095.907817,2884.634414,344.6490558,537.6051027,274.8781178,335.9581124,2.47E-55,3374.633957,3030.875191,2935.020121,2415.363866,2318.81615,2176.85242,0.001080942,1608.596669,1832.774386,1683.479612,630.5615716,1224.2213,1017.271071,0.001289467,ENSMUSG00000021294,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Gpr132,3.742518112,2.584299548,4.619553714,#N/A,0.772986528,3.490645572,2.176640134,6.385971188,24.70180946,55.05594425,42.48116366,43.76465832,6.98E-11,2.012904239,7.934228248,7.332312937,39.59612894,31.5550239,33.50435533,5.00E-05,5.120201598,0,0,35.39534809,42.86113961,54.05788302,1.11E-06,ENSMUSG00000021298,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Hivep1,0.594782081,-0.559364483,-0.872915029,#N/A,1162.571739,793.2492063,1203.681994,948.7728623,1715.011343,1393.671059,1348.152223,1750.586333,0.002033898,1995.794553,1675.885322,2032.098157,1339.280832,1309.055386,1221.978293,0.000138225,3232.553942,3278.029752,3586.952715,1396.149841,2100.195841,2012.918989,2.06E-05,ENSMUSG00000021366,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Kif13a,-0.623678081,-0.421151931,-0.627200786,#N/A,1079.089194,944.2196273,1197.152074,778.1762034,759.8747102,573.2295372,612.2285351,651.3210914,0.0008491,1359.716814,1232.450121,1255.920459,903.7234135,910.3146289,1058.179222,0.006140746,1279.197033,1420.638378,1235.257577,768.2101475,924.1933228,854.1145517,0.001356497,ENSMUSG00000021375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Id4,-0.618934694,-1.203011789,-1.806239116,#N/A,344.7519916,164.0603419,380.1864767,259.0879739,203.4958589,189.9969841,188.6663445,166.0482624,0.044919243,228.4646312,214.2241627,173.8805639,92.00277019,115.7017543,60.4939749,0.000123812,498.3662889,249.3462553,510.5731317,102.2532278,119.6540147,136.6190134,4.73E-09,ENSMUSG00000021379,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Fam217a,-2.741744381,-0.54068276,-1.183678882,#N/A,235.7608911,224.273978,235.8026812,258.1756923,31.75946931,55.05594425,33.73504173,20.59513332,4.66E-28,193.238807,171.9082787,173.8805639,117.6237948,109.0082644,143.3241867,0.043646748,69.97608851,60.35132295,70.58614724,18.35314346,37.50349716,31.45185921,0.029828469,ENSMUSG00000021414,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Syk,0.86895299,0.970532063,2.058848686,#N/A,115.1749927,137.8805001,96.49771261,99.43869422,214.0823487,196.474154,186.1674525,222.6848791,6.93E-06,118.7613501,178.960926,181.2128769,357.5297525,273.4768738,308.9846102,0.00015331,92.16362876,131.0258985,96.46773456,335.6003375,494.6889863,503.2297474,7.27E-15,ENSMUSG00000021457,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ptch1,-0.997532691,-0.54563155,-0.723469663,#N/A,1173.39355,950.328257,996.1756346,924.1412591,459.9241667,566.7523673,526.0167618,472.4008706,9.72E-13,1230.890942,1290.634462,989.8622465,789.5933948,687.5170359,928.8151838,0.011864209,1438.776649,1545.311506,1477.603349,869.1524365,892.9404085,939.6242939,3.25E-05,ENSMUSG00000021466,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Habp4,-0.592274669,-0.307843792,-1.13147385,#N/A,1300.163341,1338.662577,1226.899489,1247.088945,833.9801385,884.1336929,850.8727192,821.2309413,4.66E-09,873.6004399,861.3045553,834.8362015,694.0968485,658.8306506,723.1356691,0.039582135,497.5129219,530.4563648,551.7483842,191.3970675,271.4538842,255.5463561,7.05E-07,ENSMUSG00000021476,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Prxl2c,-1.368278717,-0.563903461,-1.032970402,#N/A,1507.32373,1517.558163,1409.73726,1706.87887,595.1959804,613.172085,516.0211939,653.8954831,8.70E-28,1220.826421,1190.134237,1048.52075,730.1992014,701.8602286,907.4096234,0.001950194,1962.743946,2506.168095,2061.115499,929.4556221,1186.717803,1073.294696,5.19E-08,ENSMUSG00000021482,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Ddx41,0.507352876,0.549377553,0.579129686,#N/A,490.8464455,539.3047409,507.1571512,473.4741495,708.1185379,706.0115204,712.1842143,732.4144289,8.90E-06,451.8970018,509.5537697,470.3155012,709.2365449,762.1016379,625.4146328,0.000956364,206.5147978,217.5824012,230.5814143,346.087848,324.1373683,307.6384979,0.03073079,ENSMUSG00000021494,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Nkd2,-1.08189956,-0.613777047,-1.080241486,#N/A,391.1311833,397.0609338,617.4402513,632.2111476,284.6589471,200.7922673,257.3858739,220.1104874,2.13E-06,584.7486816,679.6988866,545.7335772,362.1881206,296.4259821,523.9708903,0.045456359,296.9716927,435.1648023,291.7560753,141.5813924,172.3374988,170.0366139,0.000105309,ENSMUSG00000021567,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Trip13,-1.804519659,1.541405974,3.672058221,9.116713138,18.55167668,27.05250318,21.76640134,20.98247676,3.528829923,4.318113274,8.74612193,9.01037083,0.00157451,13.08387756,6.171066415,5.237366384,27.95020867,20.08046976,23.26691342,0.041646785,14.50723786,14.29373438,9.411486298,225.4814767,91.07992167,178.8824493,3.37E-16,ENSMUSG00000021569,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00099297,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0
Glrx,3.606791758,0.632888076,1.140054825,#N/A,323.8813554,347.3192344,288.7675911,314.7371514,3179.475761,3628.294679,3628.391155,5089.572323,5.66E-107,254.6323863,235.3821047,277.5804183,372.6694489,429.3395676,386.2307628,0.000399156,69.12272157,80.20373181,58.82178937,171.7329852,159.8363331,129.7389192,0.000915603,ENSMUSG00000021591,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Vcan,1.587627182,2.151684692,2.514329729,5.685730949,52.56308392,32.28847154,82.71232509,42.87723512,142.3294736,117.6685867,192.4146825,184.0690041,5.07E-07,126.8129671,158.684565,152.9310984,703.4135848,570.8590688,676.6018423,1.44E-34,622.9578611,544.7500992,643.5103757,5566.246222,2051.977059,2730.414528,7.14E-07,ENSMUSG00000021614,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.02008307,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0
Ocln,-1.185396312,-0.531796172,-0.904871911,#N/A,9367.05075,12029.6373,10843.2956,13307.45167,5504.97468,6014.052263,3995.728276,4510.334198,8.47E-12,8989.630333,7676.80662,7872.809148,5524.82458,5549.859355,5897.697214,2.14E-05,6537.644074,8188.721608,6908.030943,2926.015442,5137.979111,3487.22489,0.000111524,ENSMUSG00000021638,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Btf3,0.5442068,0.63063531,0.637534001,#N/A,2366.111763,2877.164613,2298.531981,2938.459028,3725.268122,3571.079678,3894.523151,4089.421161,6.76E-05,1399.974899,1448.437446,1587.969488,2208.066485,2472.766419,2186.159185,1.04E-06,226.9956042,231.8761355,197.6412123,350.0206645,385.7502565,286.9982153,0.022695674,ENSMUSG00000021660,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Polk,-2.202438091,-0.914850178,-0.861083317,#N/A,2371.522669,2636.310068,2099.732183,2513.335803,571.6704476,588.3429336,402.3216088,526.4630956,1.30E-48,2633.885197,1858.372572,1937.825562,1022.5118,1126.418732,1260.136031,3.36E-06,1926.049168,2374.3481,2328.166423,1000.246318,1427.811713,1217.776674,2.57E-05,ENSMUSG00000021668,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Cert1,-1.035132692,-0.785239882,-0.846766685,#N/A,4847.398519,5005.585751,4716.053624,5509.268572,2219.634022,2299.395319,2792.511788,2486.862349,3.10E-18,5728.725465,4009.430008,4450.713953,2588.888078,2693.651586,2949.313945,1.89E-05,6934.459698,8511.124728,7559.776369,3270.792352,5259.419006,4257.795441,7.64E-05,ENSMUSG00000021669,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Scamp1,-0.396495944,-0.463585594,-0.871224964,#N/A,3431.287199,3900.796427,3516.72491,4239.372587,2698.378615,2968.702876,3069.888797,2723.706382,0.00235783,2662.065857,2714.387642,2641.727604,1881.980717,1940.155864,1991.647789,6.25E-06,2652.264428,3174.003129,2568.159324,1375.17482,1760.878486,1451.699877,4.23E-06,ENSMUSG00000021687,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Jmy,-1.059302565,-0.804360536,-0.773841759,#N/A,1627.136642,1720.888267,1596.928312,1513.475172,764.5798167,752.4312381,825.8837994,756.8711497,4.36E-25,1819.665432,1637.095762,1551.307923,909.5463737,870.1536894,1087.030195,2.25E-07,2476.47084,2879.393382,2570.512195,1482.671803,1634.973888,1517.552207,5.40E-06,ENSMUSG00000021690,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Serinc5,-0.601659746,-0.384578016,-0.523837696,#N/A,2592.596816,3383.308221,2125.851864,2872.774753,1516.22059,1692.700404,2020.354166,2002.876716,0.001744628,1957.549373,1861.017315,1653.960304,1317.153583,1432.406843,1441.617956,0.010210347,1599.209632,1769.246678,1342.313233,1157.558977,1015.273244,1106.712296,0.014226747,ENSMUSG00000021703,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Rasgrf2,-0.563464529,-0.807888479,-1.830168313,#N/A,479.2516475,413.6415003,468.7031755,508.1408503,299.9505435,334.6537788,364.8382291,265.1623416,0.000642924,530.4002671,358.803433,403.2772115,231.7538135,190.2863563,315.499346,0.006964934,722.8017923,921.9458676,710.5672155,149.4470253,216.9845193,293.8783095,9.33E-13,ENSMUSG00000021708,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Nr1d2,-0.621581669,-0.428031662,-0.95684421,#N/A,3035.518097,3583.14768,3026.255333,4615.232606,1683.251873,2351.212678,2381.444057,2852.425966,0.005792753,2577.523879,2267.426117,2366.242132,1704.962729,1655.204436,1998.162525,0.00665764,1179.353101,1433.34392,1182.317966,583.3677741,634.8806304,736.1700796,1.08E-06,ENSMUSG00000021775,609.2334417,1684.577341,1075.977593,200.6932778,428.286257,924.0531727,254.4868982,912.2340447,261.8018348,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0
Ogdhl,1.024753347,-1.37217264,-1.229099745,#N/A,366.3956144,161.4423577,294.5719648,184.2808829,656.3623657,450.1633088,401.0721628,543.1966414,0.000535591,390.5034224,344.6981383,383.3752193,153.7261477,163.5123966,115.4038906,1.11E-11,315.7457652,223.1410756,518.8081822,175.6658016,114.2963723,161.1907784,0.000485518,ENSMUSG00000021913,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Gdf10,-1.224548729,-2.541584982,-3.41431091,#N/A,41.74127253,21.81653483,42.80725597,27.36844795,9.410213129,25.90867965,12.4944599,9.01037083,0.025224961,30.19356359,31.73691299,26.18683192,5.822960139,4.781064228,4.653382684,8.95E-05,46.93518132,13.49963803,48.23386728,1.310938818,2.678821226,5.897223602,0.000238685,ENSMUSG00000021943,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Hmbox1,-0.733869014,-0.516008217,-0.588478497,#N/A,1137.83617,1270.594988,1126.774043,1193.264331,709.2948146,690.8981239,730.9259041,711.8192955,2.27E-12,1438.220079,1233.331702,1380.569779,954.9654628,938.0448015,939.9833022,0.000102822,1829.618704,1750.982462,1705.831892,976.6494196,1222.435419,1314.097993,0.003985396,ENSMUSG00000021972,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Extl3,-0.67895409,-0.712357314,-0.84263548,#N/A,5480.474486,6345.120989,6112.005496,6710.743437,3642.928758,4212.319499,3984.483262,3553.947694,1.10E-08,7745.655513,6348.264179,7252.704968,4141.289251,3979.757863,4905.596026,4.40E-06,3529.525635,4034.009481,3297.549512,1815.650263,2110.911126,2128.89772,1.61E-06,ENSMUSG00000021978,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Cdadc1,-0.445653297,-0.368460151,-0.555698053,#N/A,875.7937366,1007.923909,870.6560536,926.8781039,742.2305605,708.170577,618.475765,632.0131539,0.000917318,747.7939249,727.304256,740.5636066,593.9419342,544.0851091,578.8808059,0.010452172,422.4166318,468.5168492,479.9858012,298.8940506,324.1373683,308.6213685,0.02179842,ENSMUSG00000021982,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Amer2,1.113554339,-1.103339422,-1.990469886,#N/A,360.2117222,150.0977596,261.9223628,106.736947,643.4233227,385.3916097,333.6020793,541.9094456,0.00412776,349.2388855,241.5531711,289.1026244,122.2821629,168.2934608,118.1959202,2.32E-05,1006.119614,844.1244249,1145.848457,182.2204957,300.0279773,268.3236739,4.02E-18,ENSMUSG00000021986,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Epsti1,4.347083927,1.020183733,3.84781874,#N/A,55.65503004,82.03017095,56.59264348,70.24568307,1175.100364,1159.413414,1588.045853,1440.372137,3.32E-126,28.18065935,32.61849391,31.4241983,53.57123328,74.58460195,58.63262182,0.010661457,52.90874985,52.4103594,28.2344589,680.3772467,650.0606174,626.0885724,4.06E-53,ENSMUSG00000022014,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Akap11,0.470509677,-0.592759504,-1.208883427,#N/A,1354.272398,1315.973381,1662.953062,1820.91407,1940.856458,1894.572199,2360.203475,2332.398849,0.007937845,1758.271853,1429.042665,1683.289556,1056.284969,1067.133536,1104.713049,4.09E-05,6237.258913,6329.742042,7042.144623,2745.105885,2816.334048,2920.108553,1.21E-15,ENSMUSG00000022016,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Dpysl2,-0.401384733,-0.519513542,-1.402114576,#N/A,2087.063626,1675.509875,2068.533674,2027.089711,1523.27825,1374.23955,1603.039205,1450.669704,0.003247428,1363.742622,1323.252956,1283.154764,865.2918766,1005.935913,897.1721815,0.000107073,5500.80325,5236.271362,6090.408071,2083.081782,1881.425441,2402.135747,4.73E-17,ENSMUSG00000022048,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Tnfrsf10b,2.235373114,1.444375759,0.903096436,#N/A,108.9911005,125.6632406,113.9108337,116.7720446,577.5518308,415.6184027,557.2529115,641.0235247,2.56E-38,119.7678022,153.3950795,183.3078234,435.5574184,551.7348119,255.0053711,2.02E-05,71.68282237,81.79192452,78.82119775,127.1610654,137.5128229,169.0537433,0.011218655,ENSMUSG00000022074,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ppp3cc,-0.378827479,-0.390616817,-0.658800862,#N/A,877.3397096,1072.500852,1048.414998,1084.70282,752.8170503,799.9304841,785.9015277,800.635808,0.004712525,800.1294352,816.3439286,761.5130722,606.7524465,576.5963458,630.998692,0.006404171,389.9886884,401.8127554,435.2812413,239.9018037,292.884454,242.7690383,0.008107717,ENSMUSG00000022092,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Gfra2,0.492524146,-1.127767536,-2.198426653,#N/A,382.6283315,398.8062566,487.56739,421.4740984,572.8467242,553.7980274,692.1930784,561.2173831,0.002134535,361.316311,483.9879231,350.9035477,168.865844,123.3514571,255.0053711,0.000582334,564.0755427,688.4815394,568.2184853,115.362616,121.4398956,159.2250372,3.41E-22,ENSMUSG00000022103,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Uchl3,3.044889968,2.024468993,1.038895587,#N/A,190.154686,228.637285,223.4683871,319.2985594,1844.401773,1594.463327,2115.312061,2372.30192,2.30E-58,105.6774726,158.684565,124.6493199,606.7524465,587.1146871,392.7454986,1.47E-15,68.26935464,68.29228649,49.41030307,140.2704536,119.6540147,124.8245662,0.005231908,ENSMUSG00000022111,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Acod1,13.24113492,4.999903193,7.174750655,#N/A,0,0.872661393,0,0,1809.113474,1967.980125,2570.110401,3255.318261,3.31E-35,1.00645212,0,1.047473277,34.93776083,16.25561837,12.09879498,0.000635724,1.706733866,0,0,121.9173101,42.86113961,99.26993063,6.42E-09,ENSMUSG00000022126,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Fyb1,1.204054041,1.35762105,2.61657873,#N/A,29.37348808,48.86903801,39.17952241,25.54388475,56.46127877,71.24886903,117.4479231,84.95492497,0.000555339,30.19356359,67.00014965,56.56355694,143.2448194,96.5774974,155.4229817,0.000841054,98.99056423,87.350599,96.46773456,433.9207488,593.8053717,702.7524792,2.68E-26,ENSMUSG00000022148,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Psme1,2.151820321,0.757770808,0.504903988,#N/A,2702.360903,3142.453676,2371.086653,3174.739962,13758.90787,11206.58348,11416.18801,14229.94993,1.01E-50,1354.684553,1551.582413,1485.317106,2449.137034,2696.520224,2281.088192,1.40E-08,2497.805013,3157.327106,2561.100709,4027.20405,4003.051851,3631.706868,0.01072428,ENSMUSG00000022216,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ripk3,2.423409308,1.31527602,1.330249624,#N/A,79.61761242,93.37476906,93.59552576,98.52641262,489.3310827,399.4254779,477.2883682,592.1100831,2.99E-44,89.57423865,74.93437789,103.6998544,235.2475896,241.9218499,188.927337,4.25E-08,58.88231838,42.88120315,45.8809957,111.4297996,124.1187168,135.6361428,0.000317118,ENSMUSG00000022221,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Zscan26,-0.323856764,-0.446548621,-0.617026552,#N/A,602.9294921,569.8478897,698.701483,676.0006644,489.3310827,517.0940646,479.7872601,549.6326206,0.036510521,942.0391841,729.9489988,807.6018964,538.0415168,652.1371606,627.2759858,0.029244165,683.5469133,601.9250368,592.9236368,334.2893987,471.4725357,416.7371345,0.012099626,ENSMUSG00000022228,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Sema5a,0.941289646,-0.957280628,-1.754246378,#N/A,458.3810113,472.982475,555.7687809,560.1409014,1178.629194,968.3369018,827.1332454,956.3865038,1.59E-09,931.9746629,666.4751728,677.71521,378.492409,291.6449179,501.6346534,0.000534348,913.1026183,1024.384297,842.3280237,225.4814767,268.775063,328.2787805,4.54E-17,ENSMUSG00000022231,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Cmbl,-0.619018594,-1.220801727,-1.455463086,#N/A,544.9555025,718.2003265,496.9994973,512.7022583,337.591396,416.697931,433.5577585,290.9062582,0.003356822,371.3808322,689.3962766,416.8943641,215.4495251,100.4023488,318.2913756,0.01148567,937.8502594,1480.989701,985.8531898,363.1300527,470.5795953,406.9084285,2.86E-10,ENSMUSG00000022235,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Tars1,0.885430522,0.753827605,1.319920734,#N/A,882.7506153,1063.774238,917.0910431,1015.369419,1779.706558,1660.314554,1826.690037,1897.326658,1.30E-14,752.8261855,809.2912813,875.6876593,1501.159124,1375.990285,1235.007764,3.18E-07,241.502842,321.6090236,350.5778646,1006.801012,656.3112002,618.2256076,2.88E-07,ENSMUSG00000022241,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Brix1,0.852960925,0.639746427,0.596578425,#N/A,520.9929201,619.5895891,591.3205697,644.98309,1068.05919,913.2809575,1150.739757,1161.050641,6.55E-10,434.7873157,441.6720391,429.4640435,698.7552167,719.0720598,617.9692205,1.14E-05,277.3442532,291.4333621,227.0521069,500.7786286,354.4973422,352.8505455,0.045914085,ENSMUSG00000022247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ank,-0.835682044,-0.358193521,-1.002004356,#N/A,1839.707937,1826.480296,1538.159028,2131.089814,1037.475997,1142.140961,1022.04682,906.1858663,8.60E-09,1239.949011,1131.949897,1189.929642,861.7981005,951.4317813,963.2502157,0.013035368,849.9534653,873.50599,988.2060613,485.0473628,412.5384687,457.0348291,1.86E-07,ENSMUSG00000022265,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
